"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 03 16:53:32 GMT 2024","Wed Jul 03 16:53:36 GMT 2024","3999","src.test.testcases.youtube","test_youtube_hits","","","","test_web_login[AamShol]",""
"passed","Wed Jul 03 16:55:37 GMT 2024","Wed Jul 03 16:57:35 GMT 2024","118485","src.test.testcases.youtube","test_youtube_hits","","","","test_web_login[Quail]",""
"passed","Wed Jul 03 16:45:26 GMT 2024","Wed Jul 03 16:45:27 GMT 2024","378","","test_catapi_images","","","","test_GET_random_cat_image[getrandomcatimage]",""
"passed","Wed Jul 03 16:45:27 GMT 2024","Wed Jul 03 16:45:28 GMT 2024","608","","test_catapi_images","","","","test_DELETE_remove_favorite[deletefavoutite]",""
"passed","Wed Jul 03 16:53:32 GMT 2024","Wed Jul 03 16:53:36 GMT 2024","4003","src.test.testcases.youtube","test_youtube_hits","","","","test_web_login[CHAKA]",""
"passed","Wed Jul 03 16:45:27 GMT 2024","Wed Jul 03 16:45:27 GMT 2024","163","","test_catapi_images","","","","test_GET_cat_image_by_id[getcatimagebyid]",""
"passed","Wed Jul 03 16:55:37 GMT 2024","Wed Jul 03 16:57:35 GMT 2024","118406","src.test.testcases.youtube","test_youtube_hits","","","","test_web_login[RedRiverValley]",""
"passed","Wed Jul 03 16:55:38 GMT 2024","Wed Jul 03 16:57:35 GMT 2024","117445","src.test.testcases.youtube","test_youtube_hits","","","","test_web_login[ordinary_review]",""
"passed","Wed Jul 03 16:45:27 GMT 2024","Wed Jul 03 16:45:27 GMT 2024","275","","test_catapi_images","","","","test_POST_set_favorite[postfavoutite]",""
"passed","Wed Jul 03 16:53:32 GMT 2024","Wed Jul 03 16:53:37 GMT 2024","4647","src.test.testcases.youtube","test_youtube_hits","","","","test_web_login[gulmoharreview]",""
